date,id_str,user_name,text,time,latitude,longitude
2018-05-06,2379070652.0,tiedyehobo,"majic sands beach, kona hawaiiawesome tunes by Carlos santana!",20:41:33,19.59433331, -155.97172783
2018-05-06,29292924.0,queeraspoetry,Good am! 🤙🌋 @ Center for Spiritual Living in Hawai,20:33:41,19.56034, -154.9866
2018-05-06,8.14915059629441e+17,Hazards_Network,"Monday-January-2018::15:14: An earthquake of magnitude 4.280000 shook 33km ESE of Pahala, Hawaii at a depth of 12.6",20:30:04,19.0781667, -155.1876667
2018-05-06,414227956.0,NaomiCooper808,"#vacay #Ladat @ Waimea, Hawaii County, Hawai",20:09:43,20.02027778, -155.66777778
2018-05-06,20112512.0,vioart527,"Last sunset in Hawaii . . . until next time,",19:46:08,19.65, -155.994
2018-05-06,2379070652.0,tiedyehobo,Uz1ygx74ss#tiedyehobo #tiedye #hippie #hawaii @ Tiedyehob,18:52:58,19.52575, -155.92358
2018-05-06,18645703.0,syvideo,"Adventures of covering lava flow on Hilo, HI. @ Leilani Estates, Hawai",18:18:05,19.4735, -154.92
2018-05-06,18829708.0,rodney_o,"Breakfast in Pahala. Leftovers and @rustyshawaiian coffee. @ Pahala, Hawai",18:15:13,19.204109, -155.479005
2018-05-06,493461606.0,ashleyyyz3,"this is my home now🍃 @ Napoopoo, Hawai",17:52:28,19.4764, -155.923
2018-05-06,1714726381.0,itsnotben,"Hawaii, Round 1: 12 hours on an airplane, earthquakes and volcano eruptions,",17:38:12,19.431649, -155.21687
2018-05-06,2918152536.0,eq_map_es,"【M4.2】ISLA DE HAWAII, HAWAII 8.3km 06/05/2018 13:26:07 UTC #Sismo #Terremoto(G)OdUDgvS9tj (USG",13:30:49,19.046, -155.173
2018-05-06,819503082.0,eq_map_ww,"M4.2 ISLAND OF HAWAII, HAWAII Depth 8.3km May 06, 2018 13:26:07 UTC, May 06, 2018 03:26:07 at epicente",13:30:48,19.046, -155.173
2018-05-06,295531868.0,eq_map,"【M4.2】ISLAND OF HAWAII, HAWAII 8.3km 2018/05/06 22:26:07JST, 2018/05/06 13:26:07UTC(G)ic0WPbsCKv (USG",13:30:48,19.046, -155.173
2018-05-06,606374533.0,shellokitty78,"This little #gecko joined us for a drink. ☺️ @ Kailua-Kona, Hawai",09:27:15,19.65, -155.994
2018-05-06,8.14915059629441e+17,Hazards_Network,"Monday-January-2018::15:14: An earthquake of magnitude 3.190000 shook 16km SW of Leilani Estates, Hawaii at a depth",08:20:04,19.3713341, -155.0338287
2018-05-06,35835068.0,chazatronic,#timelapse of the #sunset today 🌅 #Hawaii #holiday #myphonegottakenoutbyawave,07:33:33,19.59433331, -155.97172783
2018-05-06,8.14915059629441e+17,Hazards_Network,"Monday-January-2018::15:14: An earthquake of magnitude 3.200000 shook 47km SSE of Volcano, Hawaii at a depth of 7.3",07:15:04,19.0475006, -155.0298309
2018-05-06,8.14915059629441e+17,Hazards_Network,"Monday-January-2018::15:14: An earthquake of magnitude 3.300000 shook 5km SE of Leilani Estates, Hawaii at a depth",07:05:04,19.4314, -154.8766
2018-05-06,4228521651.0,DepremDunya,"#Hawaii, Amerika Birleşik DevletleriMB 4.3 (28 dk önce)5km 19.52°N 155.01°W6 Mayıs 2018 08:51:04 +03#depre",06:19:12,19.52, -155.01
2018-05-06,2918152536.0,eq_map_es,"【M4.1】ISLA DE HAWAII, HAWAII 0.7km 06/05/2018 05:51:06 UTC #Sismo #Terremoto(G)oYBtLVieGT (USG",05:53:20,19.419, -155.212
2018-05-06,819503082.0,eq_map_ww,"M4.1 ISLAND OF HAWAII, HAWAII Depth 0.7km May 06, 2018 05:51:06 UTC, May 05, 2018 19:51:06 at epicente",05:53:19,19.419, -155.212
