date,id_str,user_name,text,time,latitude,longitude,interest
2018-05-25,26387452.0,MarkNakashima,i middle road hi urcqvveq,21:52:31,20.066448,-155.42441399999996,1
2018-05-25,216485533.0,CDRP_FSU,cdrp spent week hawaii working volcano crasar crasar lots good lessons learned proud r,01:55:48,19.47620833,-154.89601167,1
2018-05-24,19560314.0,rockyrooo,drinking fire rock konabrewingco laverne sports bar,21:51:19,19.634,-155.99,1
2018-05-23,33142966.0,FOX40,man defending hawaii home volcano hit by flaming lava bom,14:34:58,19.497503,-154.95081000000005,1
2018-05-23,242797446.0,erivaldoff,i lava lava beach club kamuela h,02:34:30,19.91335475,-155.88807723,1
2018-05-21,2861508283.0,Palms311,hawaiinewsnow what going kahului airport massive cloud black smoke appeared,20:56:50,20.89,-156.45,1
2018-05-20,773602800.0,OptimisticVibe1,what volcano evacuation is really like robert john cook,23:16:58,20.9000607,-156.3629864,1
2018-05-20,302206097.0,LithiaJobs,see latest kahului hi job click apply service technician pzbscntam automo,23:03:40,20.8901116,-156.4614301,1
2018-05-20,15595248.0,rolodj,i island lava java bistro amp grill lavajavahawaii kailua kona h,22:09:15,19.63532716,-155.99023643,1
2018-05-20,1058710904.0,E2EJobs,see latest hi job click apply customer service associate oblsagtgu customerser,14:15:10,19.6399924,-155.9969052,1
2018-05-09,79450692.0,LaSardineCan,just posted photo hawaii volcanoes national par,14:16:38,19.42918452,-155.25757285,1
2018-05-09,43163920.0,GevaNeva,island of hawai volcano updateofficial statement on current,14:00:11,19.49378056,-155.00968889,1
2018-05-09,17478560.0,LukeEclipse,who inspired leave comment,08:56:19,19.72155086,-155.09616342,1
2018-05-09,241074964.0,simonrrbrown,on way kalaupapa ft cliff path a,07:33:54,21.15575015,-156.95647030000003,1
2018-05-09,122307661.0,IlhamAbbas,visited kilauea volcano from air showing active,06:17:20,19.56483906,-155.96510866,1
2018-05-09,20118175.0,Nicknack784,a luau books tomorrow road,06:07:31,20.68434638,-156.441257,1
2018-05-09,15318615.0,jhaubein,yes ’ black sand such experience today road hana,04:38:47,20.78619,-156.00643,1
2018-05-09,1704004980.0,GeneLamkin,red road tree tunnel hawaii bigisland kalapana hawai,04:23:28,19.3542,-154.97899999999996,1
2018-05-09,35857129.0,johnendriss,got briefly serve red cross eruption shelter today here,04:20:35,19.501,-154.953,1
2018-05-08,352942068.0,athinamaeyor,respect land leave only footprints 👣 🌺 maui waterfall,23:53:15,20.91191351,-156.2431144,1
2018-05-08,36176997.0,FourSeasonsJobs,see latest wailea hi job click apply room service manager choyplfzn customerser,23:48:51,20.6802785,-156.4420269,1
2018-05-08,374953981.0,SKIMHAWAII,nothing like scoring solid ones friends some heavy,23:14:49,20.8868816,-156.4774079,1
2018-05-08,21823971.0,nellielaan,still far away us hope stops soon pahoa lava,23:03:02,19.501,-154.953,1
2018-05-08,116923047.0,YNVUCLOTHING,maui favorite urban store ynvuclothing mauimall ynvu,20:52:53,20.8907108,-156.4644165,1
2018-05-08,9.491287354998088e+17,aikudeesh,praying woody 😓 🙏 🏼 🙏 🏼 🙏 🏼 leilani hawaii kilauea,20:33:25,19.4735,-154.92,1
2018-05-08,9.673541531975598e+17,_krishnajindal,😱 🌋 above one biggest active volcanoes hawaii sitting,18:02:04,19.64188,-155.99315,1
2018-05-08,1962183522.0,picture_happy,the current volcanic activity big island hawai ’ got,16:19:41,19.39923,-155.287,1
2018-05-08,20082649.0,jammaquino,lava consumes powerlines overruns pavement hookupu,09:18:32,19.4735,-154.92,1
2018-05-08,20082649.0,jammaquino,leilani estates resident marcus moylan looks back one last time,09:08:55,19.4735,-154.92,1
2018-05-08,20082649.0,jammaquino,a leilani estates resident want identified carries,08:23:51,19.4735,-154.92,1
2018-05-08,45979358.0,DandyLyon74,we said fair well home leilani estates hawaii sunday,08:16:26,19.4735,-154.92,1
2018-05-08,347021304.0,MorganVicJo,leave nothing footprints 👣 kill nothing time ☀ ️ 🌊 explore,07:11:29,19.90911245,-155.89905314,1
2018-05-08,322284644.0,taydavies_,we survived road hana 🤙 🏼 waiʻanapanapa state par,06:21:25,20.7858,-155.997,1
2018-05-08,14501644.0,mattical69,for pele ’ sake somebody ’ saved droid 🙁 🤖 🌋,05:38:48,19.64188,-155.99315,1
2018-05-08,66797474.0,k4silva,some may heard last week hawaii kilauea volcano,04:09:42,19.6211,-155.042,1
2018-05-08,713090676.0,DeniseLaitinen,here pahoa community center update leilani lava,03:59:03,19.501,-154.953,1
2018-05-08,25859302.0,sdbrady,looks like ’ settling lava front waikoloa hawai,03:08:28,19.9431,-155.79,1
2018-05-08,52498259.0,COGdesign,love prayers go family loved ones big,02:01:58,19.4735,-154.92,1
2018-05-08,519146710.0,MarkOwnsUrFace,sunrise haleakala crater island,01:47:14,20.8868816,-156.4774079,1
2018-05-08,73549993.0,VeronicaLambHNL,i kicked back hilo airport bigisland standard snacks,00:23:47,19.7055,-155.086,1
2018-05-07,15246236.0,Randall_Shirley,it ’ mahalomonday i ’ grateful live alongside world ’ active,23:19:57,19.48333333,-155.6,1
2018-05-07,2479878103.0,BrigetteNamata,😳 this residents leilani estates seeing county officials,20:12:55,19.4735,-154.92,1
2018-05-07,68403019.0,telizs3,pics visit volcanoes national park halemaumau crater,19:55:20,19.39923,-155.287,1
2018-05-07,23015011.0,ekgeee,room service great view hawaiivacation,16:50:03,19.99474937,-155.82442103,1
2018-05-07,146108105.0,adunni66,be safe you ’ thoughts bigisland hawaii kilauea waipio valle,15:55:18,20.1197,-155.593,1
2018-05-07,58562147.0,talonreid,private plane yesterday around erupting volcano 🌋 amazing,12:25:47,19.66965999,-156.02117059,1
2018-05-07,14837934.0,richienorton,pray big island 🙏 🔥 🤙 🏾 hawaii volcano volcanonationalpark the big,06:43:29,19.99806,-155.81602,1
2018-05-07,20082649.0,jammaquino,lava flows onto pavement luana street leilani estates sunday,04:42:07,19.4735,-154.92,1
2018-05-07,268352653.0,MaliaInMotion,rain shine sunday mornings trails mauirunco ohana leave,04:17:43,20.83208576,-156.27532174,1
2018-05-07,20082649.0,jammaquino,leilani estates residents elizabeth kerekgyarto right lucina aquilina,03:15:06,19.4735,-154.92,1
2018-05-07,84197296.0,soniafarooq,thank god kilauea waited us leave exploded 🌋 what,02:54:55,19.420557100000003,-155.2891501,1
2018-05-07,21226961.0,Mr2theP,smoke smoke smoke kev stylemedia darrenvegas islandfever 🅿 ️ 🌴 👁 haiku hawai,02:50:53,20.9175,-156.32583333,1
2018-05-07,249924919.0,hall476,a lazy afternoon hawaii bigisland fairmontorchid hall fairmont,01:43:21,19.95134158,-155.86034511,1
2018-05-07,7.675854017877238e+17,Poggenpohl_HI,checking amazing oceanfront maui condo designed several years,01:12:57,20.7591,-156.457,1
2018-05-07,13335.0,BillAdams,on edge halema uma u crater kalaimoku advisor king makes,00:43:31,19.41,-155.286,1
2018-05-06,36176997.0,FourSeasonsJobs,see latest lanaicity hi job click apply room service order taker nxsivsx customerser,23:12:29,20.8693387,-156.9061034,1
2018-05-06,29855388.0,bcliff84,baby brother coming bench four seasons,21:44:52,20.68081139,-156.44266279,1
2018-05-06,23034696.0,jodosrice,friends sunsets hula dancers old lahaina lua,21:27:57,20.88581,-156.68535,1
2018-05-06,28669569.0,JanaMcMahon,roasting yellow beans weekly meals meal prep essential it,21:12:18,20.7591,-156.457,1
2018-05-06,271941115.0,shawnpila,i ’ still totally baffled whole situation devastated speechless,20:59:25,19.4735,-154.92,1
2018-05-06,453303348.0,STthre3,spent time lava tube black sand,18:28:06,20.7858,-155.997,1
2018-05-06,193134984.0,lopezJ808,i ’ glad family safe big island 🔥 🌋 mother nature force,17:27:02,19.56666667,-155.5,1
2018-05-06,414227956.0,NaomiCooper808,🐾 cat came property 🙌 🏼 airbnb bigisland goodmorninghawaii,17:24:45,20.02027778,-155.66777778,1
2018-05-06,66811005.0,HiloPalace,back on 👏 🏽 🚨 the death stalin play today pm amp pm,17:13:15,19.72453,-155.08649,1
2018-05-06,15015361.0,laukevin,praying safety residents around kīlauea 🙏 🏻 be safe hawai,16:48:57,19.39923,-155.287,1
2018-05-06,65224267.0,firebladepilot_,crazy video lava flow today middle housing area big,09:00:49,19.4735,-154.92,1
2018-05-06,1575202140.0,AirHawaiiNet,キラウエア火山の噴火 🌋 近隣の方々は大丈夫かな … 大自然と共存してる以上 、 仕方のないことだけれども 、 、 心配ですね 😔 場所 volcano national,06:18:52,19.61838,-155.98554,1
2018-05-06,7.675854017877238e+17,Poggenpohl_HI,g maui afternoon sunlight 🌞 gottling home store shops waile,05:37:00,20.68711,-156.4403,1
2018-05-06,1146568291.0,EricaDawley,getting smashed piñata 🇲 🇽 🍹 💃 🏽 justkiddingnotreally,05:25:10,20.88698436,-156.68506521,1
2018-05-06,494811197.0,MugenIsTheName,this lava flow eruption looks like happening right so far i ’ hearing two hous,04:22:00,19.67352918,-155.08122929,1
2018-05-06,375220320.0,MrRobertScott,the red sand beach dusk 🌚 🌊 along road hana 🌄 red sand beac,02:44:56,20.7522,-155.982,1
2018-05-06,58562147.0,talonreid,✔ ️ 🤙 🌋 unreal onceinalifetime kilauea kilaueavolcano pele activevolcano,00:08:30,19.66965999,-156.02117059,1
2018-05-06,50999894.0,Magphotoguy,the latest update kilauea volcano national park service,00:02:14,19.39923,-155.287,1
2018-05-05,58562147.0,talonreid,well i never thought i would get selfie erupting volcano,23:29:53,19.66965999,-156.02117059,1
2018-05-05,14405556.0,dsavior808,looking mauna kea i mauna loa earthquake rattled,23:09:56,19.48333333,-155.6,1
2018-05-05,54222784.0,StephanieElam,i interviewing evacuee near leilaniestates ash started,22:47:29,19.4735,-154.92,1
2018-05-05,27066901.0,Will_Greer,current situation the ritz carlton kapalu,20:06:35,21.000808600000006,-156.6538499,1
2018-05-05,38407134.0,dansimontv,live kilauea courtesy friend lisa hawaiian island,17:40:33,19.64188,-155.99315,1
2018-05-05,16726970.0,christinalowery,i ’ know impossible situation right i know,15:05:18,20.8861,-156.675,1
2018-05-05,63339798.0,campelloricardo,hawaiian times haleakala volcano 🌋,14:15:09,20.76951362,-156.24264947,1
2018-05-05,742726076.0,jasonizumiKona,hazyhorizon seaview honalo rightnow volcano eruption nofilter,08:59:53,19.542115,-155.928833,1
2018-05-05,110180629.0,mralpern,the road goes forever party never,08:03:05,20.850838600000003,-156.1421469,1
2018-05-05,20082649.0,jammaquino,evacuees seen silhouette inside american red cross shelter,05:56:15,19.49309419,-154.94618483,1
2018-05-05,20082649.0,jammaquino,a standing room crowd listens community meeting address concerns,05:45:20,19.49309419,-154.94618483,1
2018-05-05,20082649.0,jammaquino,from left pahoa resident ingrid webb leilani estates resident amy,05:44:17,19.49309419,-154.94618483,1
2018-05-05,212574398.0,tri_connelly,udon hilo hi earthquakes lava flows,05:14:02,19.7055,-155.086,1
2018-05-05,1947483542.0,AlainaFuata,“ she pele honua mea pele sacred land she pele ‘ ai honua pele,04:29:08,19.4735,-154.92,1
2018-05-05,21219253.0,iamdougevans,goddess rising ❤ ️ honour respect goddess pele rising,04:11:06,19.65,-155.994,1
2018-05-05,11275422.0,whistlerdev,earthquakes amp volcanoes pair well sauvignon blanc puak,01:34:12,19.82831695,-155.99254681,1
2018-05-05,38292757.0,kuhao,oldestenergynewestcreation quick huaka ’ lua pele last night,01:28:20,19.41,-155.286,1
2018-05-05,1347680600.0,alyssa_hamlet,kilauea erupting thought i share pic family trip,01:07:46,19.61838,-155.98554,1
2018-05-05,300577694.0,DallasUncorked,we felt earthquakes ok the cogills safe we blue,00:44:00,19.932,-155.865,1
2018-05-04,28159210.0,oddmanout75,we safe headed airport still couple hours,23:56:27,19.7055,-155.086,1
2018-05-04,66811005.0,HiloPalace,stay safe everyone 🤙 🏽 we showing scheduled film the death of,23:44:49,19.72453,-155.08649,1
2018-05-04,121049123.0,INGVterremoti,terremoto mw ore it del hawaiian islands united states land prof k,23:34:03,19.65,-155.12,1
2018-05-04,20082649.0,jammaquino,leilani estates resident evacuee ron mclane sits outside american red,23:31:47,19.49309419,-154.94618483,1
2018-05-04,22755516.0,HulasWaikiki,our thoughts prayers people big island right,23:31:21,19.99806,-155.81602,1
2018-05-04,53987002.0,Renan_Luan,visita em fevereiro ao vulcão kilauea havaí entrou em erupção hoje 🌋,22:52:32,19.39923,-155.287,1
2018-05-04,123938204.0,EhikuRademacher,growing big island i remember going visit lava flow night,22:44:33,19.4139,-155.246,1
2018-05-04,266281691.0,AlyaShowroom,yesterday ’ adventure see madam pele 🌋 volcano national park kilaue,22:42:38,19.61838,-155.98554,1
2018-05-04,287337150.0,czanec,glad hear girl safe volcano,22:31:00,19.1267555,-155.78271333,1
2018-05-04,36807899.0,ambermaliah,mahalos crew updates safety takes us give lives,19:29:11,19.4735,-154.92,1
2018-05-04,493461606.0,ashleyyyz3,glad went fav little lava spring,19:27:38,19.4608,-154.847,1
2018-05-04,154787088.0,Belou20,can ’ imagine people leilani neighbors feeling right,19:05:07,19.7055,-155.086,1
2018-05-04,18195374.0,pagejeter,when clouds drift amp volcano suddenly reveals beachside ⛰ ⛅ maui,18:57:21,20.91392738,-156.39298457,1
2018-05-04,15743054.0,azhiaziam,the kilauea lavaflow going leilaniestates staysafe everyone,18:48:42,19.4735,-154.92,1
2018-05-04,16793409.0,Cimcie,🌋 stay safe bigisland it ’ hard catch puddlejumper,18:33:13,20.98590154,-156.66873096,1
2018-05-04,351258862.0,Cassymm,staycation vacation 🌄 ohana ❤ ️ maui hawaii haleakala crater haleakal,18:30:08,20.71333333,-156.2575,1
2018-05-04,15246236.0,Randall_Shirley,happy alohafriday as world reminded live active,17:13:46,19.421097,-155.286762,1
2018-05-04,182413580.0,KwinMosby,hard believe years ago i staring bubbling mouth kilauea,13:18:44,19.39923,-155.287,1
2018-05-04,23079315.0,kowenturner,we visited volcano last thursday erupted yesterday causing,12:42:27,19.39923,-155.287,1
2018-05-04,284481348.0,HandKhandbags,with heightened 🌋 volcanic activity the big island like,12:36:22,19.99806,-155.81602,1
2018-05-04,288973089.0,AmeenaMatthews,salaams wow i seen fire amp rain all always thaught i see,12:34:38,19.9240327,-155.88749886,1
2018-05-04,260062389.0,deidriadavis,soitiswritten stay safe brother shortiniphotog,12:17:20,19.99806,-155.81602,1
2018-05-04,52498259.0,COGdesign,goddess paying visit old neighborhood pele madamepele,07:46:56,19.4735,-154.92,1
2018-05-04,243944159.0,julieziebart,tbt tour kilauea last november our,06:47:04,19.61838,-155.98554,1
2018-05-04,189282513.0,MrTrevorJames,there ’ actually lava flowing neighborhood right ’,06:46:29,19.7296791,-155.0650024,1
2018-05-04,238707383.0,chanelledeanna,exploring caves hana 🦀 🦐 🐠 🐟 🌊 maui hawaii hana lava tub,06:30:29,20.78551,-156.0276,1
2018-05-04,49376299.0,SMC_DC,took helicopter ride family see mauna loa kilauea everything,06:16:23,19.48333333,-155.6,1
2018-05-04,340583912.0,PineappleClan,your bombing an island with a live active volcano wtf did you think was,04:57:43,19.7261635,-155.086633,1
2018-05-04,66811005.0,HiloPalace,may glance ❤ ️ • the death of stalin movie • keep the,02:29:28,19.72453,-155.08649,1
2018-05-04,15333904.0,denisejoines,pu ’ u o ’ showing red beauty crater floor collapsed puna nature,01:48:33,19.5061,-154.849,1
2018-05-04,494527016.0,Phawkinsphoto,anarho ’ omalu bay aloha celebratealoha contest bigisland,00:58:11,19.9163848,-155.88579531,1
2018-05-04,1215501686.0,ubchillin,ub chillin feet outer rim pele ubchillin,00:44:04,19.39923,-155.287,1
2018-05-03,227366903.0,mike_herron,great start island road trip south point green sand beac,22:57:32,18.936311,-155.64660600000005,1
2018-05-03,52498259.0,COGdesign,looks like madame pele thinking creating square footage,22:31:15,19.38638889,-155.105,1
2018-05-03,2587789764.0,WorkWithSHC,we hiring read latest job opening travel emergency room registered nurse,21:19:07,20.2338889,-155.80194440000002,1
