id_str,screen_name,created_at,latitude,longitude,text
29292924,queeraspoetry,Sun May 06 20:33:41 +0000 2018,19.56034, -154.9866,Good am! 🤙🌋 @ Center for Spiritual Living in Hawai
414227956,NaomiCooper808,Sun May 06 20:09:43 +0000 2018,20.02027778, -155.66777778,"#vacay #Ladat @ Waimea, Hawaii County, Hawai"
20112512,vioart527,Sun May 06 19:46:08 +0000 2018,19.65, -155.994,"Last sunset in Hawaii . . . until next time,"
18645703,syvideo,Sun May 06 18:18:05 +0000 2018,19.4735, -154.92,"Adventures of covering lava flow on Hilo, HI. @ Leilani Estates, Hawai"
18829708,rodney_o,Sun May 06 18:15:13 +0000 2018,19.204109, -155.479005,"Breakfast in Pahala. Leftovers and @rustyshawaiian coffee. @ Pahala, Hawai"
493461606,ashleyyyz3,Sun May 06 17:52:28 +0000 2018,19.4764, -155.923,"this is my home now🍃 @ Napoopoo, Hawai"
1714726381,itsnotben,Sun May 06 17:38:12 +0000 2018,19.431649, -155.21687,"Hawaii, Round 1: 12 hours on an airplane, earthquakes and volcano eruptions,"
606374533,shellokitty78,Sun May 06 09:27:15 +0000 2018,19.65, -155.994,"This little #gecko joined us for a drink. ☺️ @ Kailua-Kona, Hawai"
35835068,chazatronic,Sun May 06 07:33:33 +0000 2018,19.59433331, -155.97172783,#timelapse of the #sunset today 🌅 #Hawaii #holiday #myphonegottakenoutbyawave
414227956,NaomiCooper808,Sun May 06 05:23:08 +0000 2018,20.02027778, -155.66777778,"#cousins #ChristensenVaca2018 #TheShaws @ Waimea, Hawaii County, Hawai"
15346615,TrevorHughes,Sun May 06 04:26:56 +0000 2018,19.4804455, -154.83270102,Five homes confirmed destroyed by lava flow on Big Island of Hawaii. Here’s a look at the vents steaming in the eve
362001998,jaynedmc,Sun May 06 03:44:32 +0000 2018,19.94180051, -155.87206692,#bigislandlove #hawaii #bigisland #maunalani #whatabeautifulworld #luckyme
25859302,sdbrady,Sun May 06 03:05:11 +0000 2018,19.9431, -155.79,"Free OluKai shoes thanks Nu Skin. 😍😎👍🏖 @ Waikoloa, Hawai"
25859302,sdbrady,Sun May 06 03:03:25 +0000 2018,19.9240327, -155.88749886,Chillin in Hawaii with some of the founders of Nu Skin Steve &amp; Coleen Lund. @
24830183,adamglinder,Sun May 06 01:51:04 +0000 2018,19.9163848, -155.88579531,Obligatory Island Beach photo. Also because I'm gorgeous...#selfie #Hawaii
18829708,rodney_o,Sun May 06 01:28:38 +0000 2018,19.204109, -155.479005,"Pahala! @ Pahala, Hawai"
33372075,AlxKawakami,Sun May 06 00:20:33 +0000 2018,19.8606, -155.652,"Oh no...this isn’t good...#alcaponepewpew @ Waikii, Hawai"
177567540,Chase_Schnur,Sat May 05 23:38:40 +0000 2018,19.99806, -155.81602,Think it’s time to go back to Hawaii #yellowfin
35510622,AnneMurata,Sat May 05 22:39:01 +0000 2018,19.99806, -155.81602,"Mainland folks: this is on the Big Island of Hawaii; NOT Oahu, where I am."
30310871,Cerrinia,Sat May 05 21:20:32 +0000 2018,19.723, -156.005,"#wildhair #beachready #spatime happy joyful me. #praisegod🙏 @ Kalaoa, Hawai"
36235676,THEREALPUNK,Sat May 05 21:14:23 +0000 2018,19.67493499, -155.07960574,"Close your eyes, Do you feel it..... ? @ Hilo, Hilo, Hawai"
933003360,educaciondecr,Sat May 05 20:29:00 +0000 2018,19.2096672, -155.321167,"Earthquake - 5.3 - 16km E of Pahala, Hawaii: EARTHQUAKE (ADVISORY"
437863374,HiloHennaHut,Sat May 05 20:24:31 +0000 2018,19.7055, -155.086,"There is power in the name. Jesus🙋 @ Hilo, Hawai"
3568272253,CaraMel_HI,Sat May 05 19:46:58 +0000 2018,19.99806, -155.81602,I told y'all I was coming! 🔥#pele #lava #hawaii #hawaiinewsnow #goddess @ The
21196825,sannebuurma,Sat May 05 18:01:54 +0000 2018,19.64188, -155.99315,Metrosideros polymorpha #hawaii #metrosiderospolymorpha #clouds #flower @
9389942,chrisjb,Sat May 05 17:33:54 +0000 2018,19.4982, -155.904,"Just posted a photo @ Captain Cook, Hawai"
18829708,rodney_o,Sat May 05 16:11:27 +0000 2018,19.204109, -155.479005,"Sunrise in Pahala. “It’s a beautiful morning.” Felix Cavaliere @ Pahala, Hawai"
2347105118,RamonDelBarrio,Sat May 05 14:28:12 +0000 2018,19.61838, -155.98554,Hawaii is a State! The island chain is comprised of several islands 🌴The BIG
933003360,educaciondecr,Sat May 05 14:13:17 +0000 2018,19.3701992, -155.0321045,"Earthquake - 6.9 - 16km SW of Leilani Estates, Hawaii: EARTHQUAKE (WARNING"
30686318,glemaud,Sat May 05 12:48:38 +0000 2018,19.61838, -155.98554,"#Hawaii🙏🏿 🌋 @ Volcano National Park, Kilaue"
36396508,hellocamille02,Sat May 05 11:14:59 +0000 2018,19.64188, -155.99315,Take me back #shopping in #hawaii #timehop @ Hawaiian Island
2285576388,pintsizegourmet,Sat May 05 08:50:34 +0000 2018,19.36232, -154.97194,Taking it back to when we visited family on the Big Island of Hawaii last
39596390,DeVante1,Sat May 05 07:12:31 +0000 2018,19.3831, -155.901,"Pirates Rock @ Hookena, Hawai"
2557950577,henrymortega1,Sat May 05 06:06:39 +0000 2018,19.63149, -155.98928,Luau Evening #kona #hawaii 🌴 ✈️ @ Royal Kona Lua
20082649,jammaquino,Sat May 05 05:46:46 +0000 2018,19.49309419, -154.94618483,#Hawaii county mayor Harry Kim talks with U.S. Rep. Tulsi Gabbard during a
20082649,jammaquino,Sat May 05 05:43:02 +0000 2018,19.49309419, -154.94618483,Lt. Col. Bill Flynn of the Hawaii National Guard speaks during a #community
33372075,AlxKawakami,Sat May 05 04:30:00 +0000 2018,19.8606, -155.652,"Choy boy is tying the knot tomorrow! #alcaponepewpew @ Waikii, Hawai"
303281594,ChiokeMusic,Sat May 05 03:49:06 +0000 2018,19.4139, -155.246,#Earthquakes rock #Hawaii's Big Island as #Kilauea #volcano erupts - @CBSNews
20112512,vioart527,Sat May 05 02:11:12 +0000 2018,19.65, -155.994,"On our last day in #Hawaii, we were going to try"
34037222,AprilLButcher,Sat May 05 02:01:27 +0000 2018,19.39923, -155.287,Praying for all of my love ones on the #bigisland of #hawaii .As everyone
227366903,mike_herron,Sat May 05 00:34:10 +0000 2018,20.02027778, -155.66777778,"Malasadas (Portages donut)! @ Waimea, Hawaii County, Hawai"
879412700786245632,DougTho89360871,Fri May 04 23:36:15 +0000 2018,19.65, -155.994,"Wow this just happened @ Kailua-Kona, Hawai"
58383415,infogempa,Fri May 04 23:29:01 +0000 2018,19.3702, -155.0321,"Informasi gempa: M 6.9 - 16km SW of Leilani Estates, Hawaii uEpetO8nJ"
3205578250,DepremTR,Fri May 04 23:19:33 +0000 2018,19.46, -155.06,"#FernAcres, #WestPuna, #Hawaii, Amerika Birleşik DevletleriMW 6.9 (46 dk önce)5km 19.46°N 155.06°W5 Mayıs 2018 0"
83972205,NewEarthquake,Fri May 04 23:08:30 +0000 2018,19.3702, -155.0321,"6.9 earthquake, 16km SW of Leilani Estates, Hawaii. 2018-05-04 12:32:55 at epicenter (35m ago, depth 5km)"
3205578250,DepremTR,Fri May 04 22:48:06 +0000 2018,19.39, -155.41,"#Kau, #Hawaii, Amerika Birleşik DevletleriMW 6.5 (15 dk önce)30km 19.39°N 155.41°W5 Mayıs 2018 01:32:57 +03"
58383415,infogempa,Fri May 04 22:25:01 +0000 2018,19.3418, -155.032,"Informasi gempa: M 5.4 - 18km SW of Leilani Estates, Hawaii OB23JB59e"
29505672,clarklittle,Fri May 04 21:53:23 +0000 2018,19.4735, -154.92,"Major crack opens and lava comes out in Leilani estates Big Island, hawaii"
18829708,rodney_o,Fri May 04 21:48:51 +0000 2018,19.7055, -155.086,"When in Hilo! @ Hilo, Hawai"
83972205,NewEarthquake,Fri May 04 21:38:34 +0000 2018,19.338, -155.023,"5.6 earthquake, 18km SW of Leilani Estates, Hawaii. 2018-05-04 11:32:43 at epicenter (5m ago, depth 1km)"
189282513,MrTrevorJames,Fri May 04 21:24:37 +0000 2018,19.7296791, -155.0650024,I call this photo “1978 in Hawaii”  #theworldismine #newyears
461749019,Indica_Honey,Fri May 04 21:23:49 +0000 2018,19.52583333, -154.99388889,"Indi first pig tails 👧 ❤️ @ Ainaloa, Hawai"
849992934388887552,FindingBeauty_M,Fri May 04 20:17:26 +0000 2018,19.64188, -155.99315,"• HAWAII•Aloha, Friends! Hope this gorgeous image puts you in a weekend"
155348857,Joechris1988,Fri May 04 18:02:39 +0000 2018,19.56666667, -155.5,"Kilauea started erupting yesterday on the Big Island, Hawaii. This photo was"
933003360,educaciondecr,Fri May 04 17:46:06 +0000 2018,19.3442001, -155.0702057,"Earthquake - 5.0 - 18km S of Fern Acres, Hawaii: EARTHQUAKE (ADVISORY"
765198290,Ross22Tyler,Fri May 04 12:13:15 +0000 2018,20.24167, -155.83389,"Because it’s finally Friday🍻 @ Hawi, Hawai"
18535425,RasSparrow,Fri May 04 11:43:11 +0000 2018,19.7055, -155.086,El salto de fe 🔥 Leap of faith #BigIsland #FlashBack #Hawaii #Hilo
223188126,Travelmonkie,Fri May 04 11:19:36 +0000 2018,19.56666667, -155.5,Vulcanoes National Park #hawaii #travelmore #passionpassport #big island
36396508,hellocamille02,Fri May 04 10:25:55 +0000 2018,19.64188, -155.99315,Please take me back #hawaii #sepanx #timehop @ Hawaiian Island
36396508,hellocamille02,Fri May 04 10:23:05 +0000 2018,19.64188, -155.99315,#takemeback #hawaii I really miss you #timehop #lais #flowers @ Hawaiian Island
36396508,hellocamille02,Fri May 04 10:20:14 +0000 2018,19.64188, -155.99315,Take me back #hawaii #honolulu #timehop #lais #flowers @ Hawaiian Island
23733543,anelajade,Fri May 04 09:01:26 +0000 2018,19.727576, -155.087446,14kt gold fill Hawaii bangle with Tahitian pearls @ Anela's Jad
76147467,sunflwer1975,Fri May 04 08:14:00 +0000 2018,19.5113057, -154.8357826,#Eruption in #Leilani #Hawaii #BigIsland the big blue dot is where I live and
3103940401,ralphmalani,Fri May 04 04:27:25 +0000 2018,19.49378056, -155.00968889,Lava flow on Hawai’i island  happening now . #evaculation #hawaii #volcano @
2557950577,henrymortega1,Fri May 04 02:57:26 +0000 2018,19.64292714, -155.99760902,Enjoying Some Good Beers 🍺 #konabrewing #hawaii @
2557950577,henrymortega1,Fri May 04 02:03:05 +0000 2018,19.65, -155.994,"Colorful Island 🌴 #kona #hawaii @ Kailua-Kona,"
39596390,DeVante1,Fri May 04 00:13:13 +0000 2018,19.65, -155.994,"One of my Favs CTB Baby can you deal with THAT..!!💪🏾😎🤙🏾 @ Kailua-Kona, Hawai"
2557950577,henrymortega1,Thu May 03 23:27:52 +0000 2018,19.56124, -155.96228,Beautiful Blue #kona #hawaii @ Hawaii Island &amp;
2557950577,henrymortega1,Thu May 03 21:38:48 +0000 2018,19.579387, -155.966466,Lush Island 🌴 #kona #hawaii @ Kahalu'u Beach Par
334403866,WordsOfVikram,Thu May 03 21:10:55 +0000 2018,19.65, -155.994,"Don't hate him... Hate the game. @ Kailua-Kona, Hawai"
33737050,Sixseat,Thu May 03 20:39:54 +0000 2018,19.65, -155.994,"Liliuokalani this summer? @ Kailua-Kona, Hawai"
29292924,queeraspoetry,Thu May 03 20:36:33 +0000 2018,19.501, -154.953,"#volcanowatch #puna #Hawaii #goingwiththeflow 🌋🤙🖤🙏 @ Pahoa, Hawai"
9389942,chrisjb,Thu May 03 20:04:29 +0000 2018,19.9431, -155.79,"Just posted a photo @ Waikoloa, Hawai"
437863374,HiloHennaHut,Thu May 03 19:26:10 +0000 2018,19.7055, -155.086,"Just posted a photo @ Hilo, Hawai"
2557950577,henrymortega1,Thu May 03 17:58:55 +0000 2018,19.5653, -155.965,"Kona Mornings #hawaii #vacation @ Keauhou, Hawai"
722910151,AngelaConners_,Thu May 03 12:57:44 +0000 2018,19.99806, -155.81602,Sunrise or sunset? @ The Big Island of Hawai
1924224786,GeorgeIzvernari,Thu May 03 11:55:24 +0000 2018,19.560794, -155.962014,That time when Hawaii changed your life #grateful #hawaii #love #life #ocean
24205941,foodoirs,Thu May 03 08:13:45 +0000 2018,19.65, -155.994,"May 1 was  Lei Day in Hawaii! On this day each year, you can find"
537067206,OhanaSuh1,Thu May 03 06:09:21 +0000 2018,19.72231791, -155.06460907,"Waikoloa, Hawaii. ..#bigisland #hawaii #kona #vacation #아들 #여행 #코나 @"
227366903,mike_herron,Thu May 03 04:34:51 +0000 2018,19.65, -155.994,"Another day…another beautiful sunset. #nofilter @ Kailua-Kona, Hawai"
227366903,mike_herron,Thu May 03 04:34:51 +0000 2018,19.65, -155.994,"Another day…another beautiful sunset. #nofilter @ Kailua-Kona, Hawai"
22868299,fafjrock,Thu May 03 03:57:27 +0000 2018,19.81017904, -156.00640936,#kona #hawaii #beach #firerock @ Kua Ba
69569140,miu_north,Thu May 03 03:51:51 +0000 2018,19.7663, -155.099,"1.5Lの水 1ドル1.18Lのキャラメルマキアート約6ドル 場所: Paukaa, Hawai"
49753446,paderan,Thu May 03 00:54:16 +0000 2018,19.7055, -155.086,"My day off companion. @ Hilo, Hawai"
1132282178,sstnblcstlns,Thu May 03 00:37:27 +0000 2018,18.9111, -155.681,Cleaning up on the edge of Hawaii. Keeping Hawaii Island in our minds as Pele
69569140,miu_north,Thu May 03 00:00:32 +0000 2018,19.7055, -155.086,"MO‘s Fish and chips 場所: Hilo, Hawai"
127077056,LahainaGallery,Wed May 02 21:06:01 +0000 2018,19.94109841, -155.85788727,Let’s go surfing! “Final Instructions” original in oil by Hawaii artist Rod
292718029,barkingbbq,Wed May 02 19:31:36 +0000 2018,19.9913, -155.823,#snorkelingwithdolphins #lanii #hawaii #vacation @ Hapuna Beach State
722910151,AngelaConners_,Wed May 02 18:31:14 +0000 2018,19.9431, -155.79,The only reason I’m okay leaving Hawaii is knowing that I’ll be back so soon.
298706224,KingsShopsHI,Wed May 02 15:59:50 +0000 2018,19.9165096, -155.8822174,"Rise and shine, it’s almost time for the Kings' Shops Hawaii Farmers' Market"
21196825,sannebuurma,Wed May 02 14:55:40 +0000 2018,19.64188, -155.99315,Crocosmia × crocosmiiflora 'Carmin Brillant' #hawaii #crocosmia
362850644,Verticalviking,Wed May 02 13:51:09 +0000 2018,19.818197, -156.000475,Black sand beach....#bigisland #bigislandmagic #Hawaii #808 #hilife
834866806330445826,symbolicimagery,Wed May 02 09:48:42 +0000 2018,19.71916667, -155.10944444,Enjoying a couple of hours in the town of Hilo Hawaii with a nice friend
34363172,radxnickelx,Wed May 02 07:01:36 +0000 2018,19.6383801, -155.9912109,What I Created for the Lovely Amazing Mika at Kā'eo Hawaii last week✌🖤😁👽✨🖖✨.
118955185,therealmrsHDUB,Wed May 02 05:56:17 +0000 2018,19.95134158, -155.86034511,"First sunset picture photo cred bela.photographyy 😍 @ Fairmont Orchid, Hawai"
340583912,PineappleClan,Wed May 02 05:52:43 +0000 2018,19.67493499, -155.07960574,"MAY DAY-BAE DAY-SLAY DAY.From flowers to missions , life in Hawaii is super"
56630900,paparacchi,Wed May 02 05:37:42 +0000 2018,19.95134158, -155.86034511,"また行きたいところ_6:00amころ遠くに見えるのがマウナケア・#bigisland 場所: Fairmont Orchid, Hawai"
9670522,evee,Wed May 02 04:00:17 +0000 2018,19.59433331, -155.97172783,Gold Dust Day Gecko 🦎 #hawaii #gecko #beautiful @ Magic Sands Beac
76147467,sunflwer1975,Wed May 02 03:29:16 +0000 2018,19.5113057, -154.8357826,#Wobbles #CatsOfCinderland a new video star is born. #CatsOfInstagram #hawaii
537008206,_tamikaanne,Wed May 02 03:22:27 +0000 2018,19.22, -155.2,Hawaii lookin real beautiful lately ☀️🌴🌺👭💖 @ Hawaiian Island
