date,id_str,user_name,text,time,latitude,longitude,interest
2018-05-01,119785955.0,AdamBuzz,Riley absolutely loved the beach and showed no fear of the waves. She wanted,23:51:32,19.827920000000002,-155.99132,True
2018-05-06,1575202140.0,AirHawaiiNet,キラウエア火山の噴火🌋近隣の方々は大丈夫かな…大自然と共存してる以上、仕方のないことだけれども、、心配ですね😔 場所: Volcano National,06:18:52,19.61838,-155.98554,True
2018-05-05,1947483542.0,AlainaFuata,"“She is Pele-honua-mea, Pele of the sacred land. She is Pele-‘ai-honua, Pele",04:29:08,19.4735,-154.92,True
2018-05-07,50324861.0,AlexVNolan,Man crushed by this studly sea 🌊 god emerging from the waves. The adventures,11:31:17,20.69138479,-156.44388733,True
2018-05-04,266281691.0,AlyaShowroom,"Yesterday’s adventure to see madam Pele 🌋 @ Volcano National Park, Kilaue",22:42:38,19.61838,-155.98554,True
2018-05-04,288973089.0,AmeenaMatthews,Salaams Wow!! I Seen Fire&amp;Rain!All always thaught that I see,12:34:38,19.924032699999998,-155.88749886,True
2018-05-01,16514093.0,AnthonyHitt,A beautiful #maui #moon on a cloudy night in #hawaii. #aloha @ Cove Par,06:59:01,20.728714800000002,-156.45058083,True
2018-05-04,154787088.0,Belou20,Can’t imagine what the people of Leilani and neighbors are feeling right now.,19:05:07,19.7055,-155.086,True
2018-05-07,13335.0,BillAdams,"On the edge of Halema'uma'u crater, the Kalaimoku (advisor to the King) makes",00:43:31,19.41,-155.286,True
2018-05-03,224628292.0,BrianSibbitt,Kilauea volcano spitting lava! Lots of action as eruption looms.,06:37:18,19.61838,-155.98554,True
2018-05-07,2479878103.0,BrigetteNamata,😳 This is what residents at Leilani Estates are seeing. County officials are,20:12:55,19.4735,-154.92,True
2018-05-25,216485533.0,CDRP_FSU,"CDRP spent a week on Hawaii working the volcano with CRASAR (@crasar). Lots of good lessons learned, and proud to r",01:55:48,19.47620833,-154.89601167,True
2018-05-04,52498259.0,COGdesign,the goddess is paying a visit to my old neighborhood. #pele #madamepele,07:46:56,19.4735,-154.92,True
